codigo_turma,codigo,nome,professor,credito,vagas,inscritos,status,horario_sala,extra
"ECO2820, SEMIN TESE DOUTORADO I, 2JA",ECO2820,SEMIN TESE DOUTORADO I,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO2821, SEMIN TESE DOUTORADO II, 2JA",ECO2821,SEMIN TESE DOUTORADO II,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO2822, SEMIN TESE DOUTORADO III, 2JA",ECO2822,SEMIN TESE DOUTORADO III,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO2823, SEMIN TESE DOUTORADO IV, 2JA",ECO2823,SEMIN TESE DOUTORADO IV,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO2824, SEMIN TESE DOUTORADO V, 2JA",ECO2824,SEMIN TESE DOUTORADO V,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO2825, SEMIN TESE DOUTORADO VI, 2JA",ECO2825,SEMIN TESE DOUTORADO VI,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO3000, DISSERTACAO DE MESTRADO, 2JA",ECO3000,DISSERTACAO DE MESTRADO,COORDENADOR DE CURSO,2JA,I,,0,0,0
"ECO3001, TESE DE DOUTORADO, 2JA",ECO3001,TESE DE DOUTORADO,COORDENADOR DE CURSO,2JA,D,,0,0,0
"ECO3210, ESTAGIO DOCENCIA NA GRADUACAO, 2JA",ECO3210,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO3220, ESTAGIO DOCENCIA NA GRADUACAO, 2JA",ECO3220,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO3230, ESTAGIO DOCENCIA NA GRADUACAO, 2JA",ECO3230,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO3240, ESTAGIO DOCENCIA NA GRADUACAO, 2JA",ECO3240,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2JA,D,GAVEA,0,3,0
"ECO3250, ESTAGIO DOCENCIA NA GRADUACAO, 2JA",ECO3250,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2JA,I,GAVEA,0,3,0
"EDU1445, EDUCACAO E SOCIEDADE, 1BA",EDU1445,EDUCACAO E SOCIEDADE,MYLENE MIZRAHI,1BA,I,TER 11-13 L520  QUI 11-13 L520,0,0,0
"EDU1446, HIST E POLITICA DA EDU BASICA, 1BA",EDU1446,HIST E POLITICA DA EDU BASICA,JEFFERSON DA COSTA SOARES,1BA,I,SEG 09-11 L538  QUA 09-11 L538,0,0,0
"EDU1447, PROCES CONSTR CONHECIM ESCOLA, 1BA",EDU1447,PROCES CONSTR CONHECIM ESCOLA,MARIA ELISA ALMEIDA BACAL,1BA,I,TER 09-11 L538  QUI 09-11 L538,0,0,0
"EDU1448, A ESC, O PROF E A PRAT DOCENTE, 1BA",EDU1448,"A ESC, O PROF E A PRAT DOCENTE",SIMONE DE MIRANDA OLIVEIRA FRANCA,1BA,I,SEG 11-13 L520  QUA 11-13 L520,0,0,0
"EDU1730, TOPICOS ESPECIAIS, 1BA",EDU1730,TOPICOS ESPECIAIS,ZENA WINONA EISENBERG,1BA,I,TER 09-11 DPTO  QUI 09-11 DPTO,0,0,0
"EDU1762, FILOSOFIA DA EDUCACAO I, 1BA",EDU1762,FILOSOFIA DA EDUCACAO I,THIAGO LEITE CABRERA PEREIRA DA ROSA,1BA,I,SEG 11-13 L526  QUA 11-13 L526,0,0,0
"EDU1764, HIST IDEIAS/PRAT PEDAGOGICAS, 1BA",EDU1764,HIST IDEIAS/PRAT PEDAGOGICAS,JEFFERSON DA COSTA SOARES,1BA,I,TER 15-17 L462  QUI 15-17 L462,0,0,0
"EDU1767, POLITICA EDUCACIONAL II, 1BA",EDU1767,POLITICA EDUCACIONAL II,NAIRA DA COSTA MUYLAERT LIMA,1BA,I,SEG 09-11 L528  QUA 09-11 L528,0,0,0
"EDU1769, PSICOLOGIA EDUCACIONAL II, 1BA",EDU1769,PSICOLOGIA EDUCACIONAL II,SILVIA BRILHANTE GUIMARAES,1BA,I,SEG 09-11 L462  QUA 09-11 L462,0,0,0
"EDU1770, SOCIOLOGIA DA EDUCACAO I, 1BA",EDU1770,SOCIOLOGIA DA EDUCACAO I,ELAINE RODRIGUES PERDIGAO,1BA,I,TER 11-13 L462  QUI 11-13 L462,0,0,0
"EDU1772, AS CRIANCAS/COTID EDU INFANTIL, 1BA",EDU1772,AS CRIANCAS/COTID EDU INFANTIL,ALEXANDRA COELHO PENA,1BA,I,SEG 09-11 L526  QUA 09-11 L526,0,0,0
"EDU1774, CRIANCA E CULTURA, 1BA",EDU1774,CRIANCA E CULTURA,MARIA CRISTINA MONTEIRO PEREIRA DE CARVALHO,1BA,I,TER 13-15 L462  QUI 13-15 L462,0,0,0
"EDU1775, DIDATICA GERAL, 1BA",EDU1775,DIDATICA GERAL,SIMONE DE MIRANDA OLIVEIRA FRANCA,1BA,I,SEG 11-13 L520  QUA 11-13 L520,0,0,0
"EDU1777, DIVERS E INCLUSAO EDUCACIONAL, 1BA",EDU1777,DIVERS E INCLUSAO EDUCACIONAL,MARIA ELISA ALMEIDA BACAL,1BA,I,SEG 07-09 L528  QUA 07-09 L528,0,0,0
"EDU1780, MIDIA, TECNOLOGIAS E EDUCACAO, 1BA",EDU1780,"MIDIA, TECNOLOGIAS E EDUCACAO",GISELLE MARTINS DOS SANTOS FERREIRA,1BA,I,SEG 13-15 L462  QUA 13-15 L462,0,0,0
"EDU1781, ORGANIZACAO ESCOLAR I, 1BA",EDU1781,ORGANIZACAO ESCOLAR I,SIMONE DE MIRANDA OLIVEIRA FRANCA,1BA,I,SEG 07-09 L462  QUA 07-09 L462,0,0,0
"EDU1788, ESTAG SUPERV: GESTAO DA ESCOLA, 1BA",EDU1788,ESTAG SUPERV: GESTAO DA ESCOLA,SIMONE DE MIRANDA OLIVEIRA FRANCA,1BA,I,QUI 11-13 L538,4,0,0
"EDU1789, ESTAG SUPERV EDUC INFANTIL, 1BA",EDU1789,ESTAG SUPERV EDUC INFANTIL,ZENA WINONA EISENBERG,1BA,I,SEG 11-13 L538,4,0,0
"EDU1790, PRAT ENS MATERIAS PEDAGOGICAS, 1BA",EDU1790,PRAT ENS MATERIAS PEDAGOGICAS,SILVANA SOARES DE ARAUJO MESQUITA,1BA,I,TER 11-13 L538,4,0,0
"EDU1791, PRAT ENSINO EM ESC FUNDAMENTAL, 1BA",EDU1791,PRAT ENSINO EM ESC FUNDAMENTAL,SILVIA BRILHANTE GUIMARAES,1BA,I,QUA 11-13 L538,4,0,0
"EDU1794, EDUC DE JOVENS E ADULTOS, 1BA",EDU1794,EDUC DE JOVENS E ADULTOS,RENATO PONTES COSTA,1BA,I,SEX 09-13 L538,0,0,0
"EDU1800, METOD ENS CIENC NATURAIS II, 1BA",EDU1800,METOD ENS CIENC NATURAIS II,PEDRO PINHEIRO TEIXEIRA,1BA,I,TER 07-09 L462  QUI 07-09 L462,0,0,0
"EDU1802, METOD ENS CINCIAS SOCIAIS II, 1BA",EDU1802,METOD ENS CINCIAS SOCIAIS II,PATRICIA COELHO DA COSTA,1BA,I,SEG 07-09 L506  QUA 07-09 L506,0,0,0
"EDU1804, METOD ENS LIN PORTUGUESA II, 1BA",EDU1804,METOD ENS LIN PORTUGUESA II,MIRNA JULIANA SANTOS FONSECA,1BA,I,TER 09-11 L508  QUI 09-11 L508,0,0,0
"EDU1806, METOD EDU MATEMATICA II, 1BA",EDU1806,METOD EDU MATEMATICA II,ALBERTO JOSE DA COSTA TORNAGHI,1BA,I,TER 07-09 L516  QUI 07-09 L516,0,0,0
"EDU1807, ANAL INTERP DADOS ESTATISTICOS, 1BA",EDU1807,ANAL INTERP DADOS ESTATISTICOS,NAIRA DA COSTA MUYLAERT LIMA,1BA,I,TER 07-09 L526  QUI 07-09 L526,0,0,0
"EDU1808, CURRICULO:QUEST TEOR/PRATICAS, 1BA",EDU1808,CURRICULO:QUEST TEOR/PRATICAS,SILVANA SOARES DE ARAUJO MESQUITA,1BA,I,TER 09-11 L528  QUI 09-11 L528,0,0,0
"EDU1821, TEO E PRAT ENS LIN PORT II, 1BA",EDU1821,TEO E PRAT ENS LIN PORT II,MIRNA JULIANA SANTOS FONSECA,1BA,I,TER 09-11 L508  QUI 09-11 L508,0,0,0
"EDU1823, TEO E PRAT EDU MAT. II, 1BA",EDU1823,TEO E PRAT EDU MAT. II,ALBERTO JOSE DA COSTA TORNAGHI,1BA,I,TER 07-09 L516  QUI 07-09 L516,0,0,0
"EDU1825, TEO E PRAT ENS CIE NAT II, 1BA",EDU1825,TEO E PRAT ENS CIE NAT II,PEDRO PINHEIRO TEIXEIRA,1BA,I,TER 07-09 L462  QUI 07-09 L462,0,0,0
"EDU1827, TEO E PRAT ENS CIE SOC II, 1BA",EDU1827,TEO E PRAT ENS CIE SOC II,PATRICIA COELHO DA COSTA,1BA,I,SEG 07-09 L506  QUA 07-09 L506,0,0,0
"EDU1831, EDUC DIFERENTES ESPAÇOS II, 1BA",EDU1831,EDUC DIFERENTES ESPAÇOS II,RENATO PONTES COSTA,1BA,I,QUI 11-13 L526,2,0,0
"EDU1836, PRÁT ENS MATÉRIAS PEDAGÓGICAS, 1BA",EDU1836,PRÁT ENS MATÉRIAS PEDAGÓGICAS,SILVANA SOARES DE ARAUJO MESQUITA,1BA,I,TER 11-13 L538,5,0,0
"EDU1837, PRÁT ENSINO ESC FUNDAMENTAL, 1BA",EDU1837,PRÁT ENSINO ESC FUNDAMENTAL,SILVIA BRILHANTE GUIMARAES,1BA,I,QUA 11-13 L538,5,0,0
"EDU1838, ESTAG SUPERV EDUC INFANTIL, 1BA",EDU1838,ESTAG SUPERV EDUC INFANTIL,ZENA WINONA EISENBERG,1BA,I,SEG 11-13 L538,5,0,0
"EDU1839, REL. RACIAIS ESTÉT. PERÍF EDUC, 1BA",EDU1839,REL. RACIAIS ESTÉT. PERÍF EDUC,MYLENE MIZRAHI,1BA,I,TER 09-11 L526  QUI 09-11 L526,0,0,0
"EDU2134, TOP ESP DE PESQ EDUCACIONAL, 1BA",EDU2134,TOP ESP DE PESQ EDUCACIONAL,ALEXANDRA COELHO PENA,1BA,I,QUI 16-19 L528,0,0,0
"EDU2135, TOP ESP DE PESQ EDUCACIONAL, 1BA",EDU2135,TOP ESP DE PESQ EDUCACIONAL,ALEXANDRA COELHO PENA,1BA,I,QUI 16-19 L528,0,0,0
"EDU2181, TOP ESP DE PESQUISA, 1BA",EDU2181,TOP ESP DE PESQUISA,MIRNA JULIANA SANTOS FONSECA,1BA,I,SEG 13-16 L528,0,0,0
"EDU2182, TOP ESP DE PESQUISA, 1BA",EDU2182,TOP ESP DE PESQUISA,MIRNA JULIANA SANTOS FONSECA,1BA,I,SEG 13-16 L528,0,0,0
"EDU2369, TOP ESP DE PROC DE ENS-APREND, 1BA",EDU2369,TOP ESP DE PROC DE ENS-APREND,SONIA KRAMER,1BA,I,GAVEA,0,2,0
"EDU2369, TOP ESP DE PROC DE ENS-APREND, 1BB",EDU2369,TOP ESP DE PROC DE ENS-APREND,ALICIA MARIA CATALANO DE BONAMINO,1BB,I,GAVEA,0,2,0
"EDU2369, TOP ESP DE PROC DE ENS-APREND, 1BC",EDU2369,TOP ESP DE PROC DE ENS-APREND,MARIA INES GALVAO FLORES MARCONDES DE SOUZA,1BC,I,GAVEA,0,2,0
"EDU2369, TOP ESP DE PROC DE ENS-APREND, 1BD",EDU2369,TOP ESP DE PROC DE ENS-APREND,CYNTHIA PAES DE CARVALHO,1BD,I,GAVEA,0,2,0
"EDU2501, EDUCACAO BRASILEIRA (M), 1BA",EDU2501,EDUCACAO BRASILEIRA (M),PATRICIA COELHO DA COSTA,1BA,I,TER 16-19 L528,0,0,0
"EDU2502, EDUCACAO BRASILEIRA (D), 1BA",EDU2502,EDUCACAO BRASILEIRA (D),PATRICIA COELHO DA COSTA,1BA,I,TER 16-19 L528,0,0,0
"EDU2503, PESQUISA EDUCACIONAL I (M), 1BA",EDU2503,PESQUISA EDUCACIONAL I (M),PEDRO PINHEIRO TEIXEIRA,1BA,I,QUA 13-16 L528,0,0,0
"EDU2505, QUESTOES ATUAIS DA EDUCACAO(D), 1BA",EDU2505,QUESTOES ATUAIS DA EDUCACAO(D),MARIA CRISTINA MONTEIRO PEREIRA DE CARVALHO,1BA,I,QUA 13-16 L336,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BA",EDU2507,TRAB SUPERV DE PESQUISA I (M),ALEXANDRA COELHO PENA,1BA,I,TER 13-16 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BB",EDU2507,TRAB SUPERV DE PESQUISA I (M),MARIA CRISTINA MONTEIRO PEREIRA DE CARVALHO,1BB,I,TER 14-17 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BC",EDU2507,TRAB SUPERV DE PESQUISA I (M),GISELLE MARTINS DOS SANTOS FERREIRA,1BC,I,TER 13-16 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BD",EDU2507,TRAB SUPERV DE PESQUISA I (M),JEFFERSON DA COSTA SOARES,1BD,I,SEX 14-17 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BE",EDU2507,TRAB SUPERV DE PESQUISA I (M),MYLENE MIZRAHI,1BE,I,SEX 14-17 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BF",EDU2507,TRAB SUPERV DE PESQUISA I (M),NAIRA DA COSTA MUYLAERT LIMA,1BF,I,QUI 14-17 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BH",EDU2507,TRAB SUPERV DE PESQUISA I (M),PATRICIA COELHO DA COSTA,1BH,I,SEG 14-17 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BI",EDU2507,TRAB SUPERV DE PESQUISA I (M),PEDRO PINHEIRO TEIXEIRA,1BI,I,SEG 13-16 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BJ",EDU2507,TRAB SUPERV DE PESQUISA I (M),MIRNA JULIANA SANTOS FONSECA,1BJ,I,SEG 13-16 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BK",EDU2507,TRAB SUPERV DE PESQUISA I (M),SILVANA SOARES DE ARAUJO MESQUITA,1BK,I,TER 13-16 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BL",EDU2507,TRAB SUPERV DE PESQUISA I (M),SILVIA BRILHANTE GUIMARAES,1BL,I,QUA 16-19 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BM",EDU2507,TRAB SUPERV DE PESQUISA I (M),THIAGO LEITE CABRERA PEREIRA DA ROSA,1BM,I,SEG 16-19 DPTO,0,0,0
"EDU2507, TRAB SUPERV DE PESQUISA I (M), 1BN",EDU2507,TRAB SUPERV DE PESQUISA I (M),ZENA WINONA EISENBERG,1BN,I,QUI 15-18 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BA",EDU2508,TRAB SUPERV DE PESQUISA I (D),ALEXANDRA COELHO PENA,1BA,I,TER 13-16 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BB",EDU2508,TRAB SUPERV DE PESQUISA I (D),MARIA CRISTINA MONTEIRO PEREIRA DE CARVALHO,1BB,I,TER 14-17 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BC",EDU2508,TRAB SUPERV DE PESQUISA I (D),GISELLE MARTINS DOS SANTOS FERREIRA,1BC,I,TER 13-16 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BD",EDU2508,TRAB SUPERV DE PESQUISA I (D),JEFFERSON DA COSTA SOARES,1BD,I,SEX 14-17 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BE",EDU2508,TRAB SUPERV DE PESQUISA I (D),MYLENE MIZRAHI,1BE,I,SEX 14-17 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BF",EDU2508,TRAB SUPERV DE PESQUISA I (D),NAIRA DA COSTA MUYLAERT LIMA,1BF,I,QUI 14-17 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BH",EDU2508,TRAB SUPERV DE PESQUISA I (D),PATRICIA COELHO DA COSTA,1BH,I,SEG 13-16 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BI",EDU2508,TRAB SUPERV DE PESQUISA I (D),PEDRO PINHEIRO TEIXEIRA,1BI,I,SEG 13-16 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BJ",EDU2508,TRAB SUPERV DE PESQUISA I (D),MIRNA JULIANA SANTOS FONSECA,1BJ,I,QUI 14-17 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BK",EDU2508,TRAB SUPERV DE PESQUISA I (D),SILVANA SOARES DE ARAUJO MESQUITA,1BK,I,TER 13-16 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BL",EDU2508,TRAB SUPERV DE PESQUISA I (D),SILVIA BRILHANTE GUIMARAES,1BL,I,QUA 16-19 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BM",EDU2508,TRAB SUPERV DE PESQUISA I (D),THIAGO LEITE CABRERA PEREIRA DA ROSA,1BM,I,SEG 16-19 DPTO,0,0,0
"EDU2508, TRAB SUPERV DE PESQUISA I (D), 1BN",EDU2508,TRAB SUPERV DE PESQUISA I (D),ZENA WINONA EISENBERG,1BN,I,QUI 15-18 DPTO,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BA",EDU2509,TRAB SUPERV DE PESQUISA II (M),ALEXANDRA COELHO PENA,1BA,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BB",EDU2509,TRAB SUPERV DE PESQUISA II (M),MARIA CRISTINA MONTEIRO PEREIRA DE CARVALHO,1BB,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BC",EDU2509,TRAB SUPERV DE PESQUISA II (M),GISELLE MARTINS DOS SANTOS FERREIRA,1BC,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BD",EDU2509,TRAB SUPERV DE PESQUISA II (M),JEFFERSON DA COSTA SOARES,1BD,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BE",EDU2509,TRAB SUPERV DE PESQUISA II (M),MYLENE MIZRAHI,1BE,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BF",EDU2509,TRAB SUPERV DE PESQUISA II (M),NAIRA DA COSTA MUYLAERT LIMA,1BF,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BH",EDU2509,TRAB SUPERV DE PESQUISA II (M),PATRICIA COELHO DA COSTA,1BH,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BI",EDU2509,TRAB SUPERV DE PESQUISA II (M),PEDRO PINHEIRO TEIXEIRA,1BI,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BJ",EDU2509,TRAB SUPERV DE PESQUISA II (M),MIRNA JULIANA SANTOS FONSECA,1BJ,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BK",EDU2509,TRAB SUPERV DE PESQUISA II (M),SILVANA SOARES DE ARAUJO MESQUITA,1BK,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BL",EDU2509,TRAB SUPERV DE PESQUISA II (M),SILVIA BRILHANTE GUIMARAES,1BL,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BM",EDU2509,TRAB SUPERV DE PESQUISA II (M),THIAGO LEITE CABRERA PEREIRA DA ROSA,1BM,I,,0,0,0
"EDU2509, TRAB SUPERV DE PESQUISA II (M), 1BN",EDU2509,TRAB SUPERV DE PESQUISA II (M),ZENA WINONA EISENBERG,1BN,I,,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BA",EDU2510,TRAB SUPERV DE PESQUISA II (D),ALEXANDRA COELHO PENA,1BA,I,TER 16-19 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BB",EDU2510,TRAB SUPERV DE PESQUISA II (D),MARIA CRISTINA MONTEIRO PEREIRA DE CARVALHO,1BB,I,TER 14-17 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BC",EDU2510,TRAB SUPERV DE PESQUISA II (D),GISELLE MARTINS DOS SANTOS FERREIRA,1BC,I,TER 13-16 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BD",EDU2510,TRAB SUPERV DE PESQUISA II (D),JEFFERSON DA COSTA SOARES,1BD,I,SEX 14-17 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BE",EDU2510,TRAB SUPERV DE PESQUISA II (D),MYLENE MIZRAHI,1BE,I,SEX 14-17 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BF",EDU2510,TRAB SUPERV DE PESQUISA II (D),NAIRA DA COSTA MUYLAERT LIMA,1BF,I,QUI 14-17 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BH",EDU2510,TRAB SUPERV DE PESQUISA II (D),PATRICIA COELHO DA COSTA,1BH,I,SEG 13-16 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BI",EDU2510,TRAB SUPERV DE PESQUISA II (D),PEDRO PINHEIRO TEIXEIRA,1BI,I,SEG 13-16 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BJ",EDU2510,TRAB SUPERV DE PESQUISA II (D),MIRNA JULIANA SANTOS FONSECA,1BJ,I,QUI 14-17 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BK",EDU2510,TRAB SUPERV DE PESQUISA II (D),SILVANA SOARES DE ARAUJO MESQUITA,1BK,I,TER 13-16 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BL",EDU2510,TRAB SUPERV DE PESQUISA II (D),SILVIA BRILHANTE GUIMARAES,1BL,I,QUA 16-19 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BM",EDU2510,TRAB SUPERV DE PESQUISA II (D),THIAGO LEITE CABRERA PEREIRA DA ROSA,1BM,I,SEG 16-19 DPTO,0,0,0
"EDU2510, TRAB SUPERV DE PESQUISA II (D), 1BN",EDU2510,TRAB SUPERV DE PESQUISA II (D),ZENA WINONA EISENBERG,1BN,I,QUI 15-18 DPTO,0,0,0
"EDU2582, ESTUDO INDIVIDUAL (M), 1BA",EDU2582,ESTUDO INDIVIDUAL (M),TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU2583, ESTUDO INDIVIDUAL (D), 1BA",EDU2583,ESTUDO INDIVIDUAL (D),TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU2600, PROD. ACAD. SUPERV. (M), 1BA",EDU2600,PROD. ACAD. SUPERV. (M),TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU2601, PROD. ACAD. SUPERV. (D), 1BA",EDU2601,PROD. ACAD. SUPERV. (D),TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU2604, FILOSOFIA DA EDUCACAO (M), 1BA",EDU2604,FILOSOFIA DA EDUCACAO (M),THIAGO LEITE CABRERA PEREIRA DA ROSA,1BA,I,QUI 13-16 L528,0,0,0
"EDU2605, FILOSOFIA DA EDUCACAO (D), 1BA",EDU2605,FILOSOFIA DA EDUCACAO (D),THIAGO LEITE CABRERA PEREIRA DA ROSA,1BA,I,QUI 13-16 L528,0,0,0
"EDU2606, SOCIOLOGIA DA EDUCACAO (M), 1BA",EDU2606,SOCIOLOGIA DA EDUCACAO (M),ELAINE RODRIGUES PERDIGAO,1BA,I,SEG 16-19 L528,0,0,0
"EDU2607, SOCIOLOGIA DA EDUCACAO (D), 1BA",EDU2607,SOCIOLOGIA DA EDUCACAO (D),ELAINE RODRIGUES PERDIGAO,1BA,I,SEG 16-19 L528,0,0,0
"EDU2628, DESENVOLVIMENTO APRENDIZAGEM M, 1BA",EDU2628,DESENVOLVIMENTO APRENDIZAGEM M,ZENA WINONA EISENBERG,1BA,I,QUA 16-19,0,0,0
"EDU2629, DESENVOLVIMENTO APRENDIZAGEM D, 1BA",EDU2629,DESENVOLVIMENTO APRENDIZAGEM D,ZENA WINONA EISENBERG,1BA,I,QUA 16-19 DPTO,0,0,0
"EDU2634, EST CRIT DA EDU E TEC (M), 1BA",EDU2634,EST CRIT DA EDU E TEC (M),GISELLE MARTINS DOS SANTOS FERREIRA,1BA,I,QUA 16-19 L408,0,0,0
"EDU2635, EST CRIT DA EDU E TEC (D), 1BA",EDU2635,EST CRIT DA EDU E TEC (D),GISELLE MARTINS DOS SANTOS FERREIRA,1BA,I,QUA 16-19 L408,0,0,0
"EDU2644, PUBLICACAO ACADEMICA (D), 1BA",EDU2644,PUBLICACAO ACADEMICA (D),TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU3000, DISSERTACAO DE MESTRADO, 1BA",EDU3000,DISSERTACAO DE MESTRADO,TEMPO CONTINUO A DEFINIR,1BA,I,,0,0,0
"EDU3001, TESE DE DOUTORADO, 1BA",EDU3001,TESE DE DOUTORADO,TEMPO CONTINUO A DEFINIR,1BA,I,,0,0,0
"EDU3004, EXAME DE QUALIFICACAO I, 1BA",EDU3004,EXAME DE QUALIFICACAO I,TEMPO CONTINUO A DEFINIR,1BA,I,,0,0,0
"EDU3005, EXAME DE QUALIFICACAO II, 1BA",EDU3005,EXAME DE QUALIFICACAO II,TEMPO CONTINUO A DEFINIR,1BA,I,,0,0,0
"EDU3006, EXAME DE QUALIFICACAO (M), 1BA",EDU3006,EXAME DE QUALIFICACAO (M),TEMPO CONTINUO A DEFINIR,1BA,I,,0,0,0
"EDU3230, ESTAGIO DOCENCIA-MESTRADO, 1BA",EDU3230,ESTAGIO DOCENCIA-MESTRADO,TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU3240, ESTAGIO DOCENCIA-DOUTORADO I, 1BA",EDU3240,ESTAGIO DOCENCIA-DOUTORADO I,TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"EDU3250, ESTAGIO DOCENCIA-DOUTORADO II, 1BA",EDU3250,ESTAGIO DOCENCIA-DOUTORADO II,TEMPO CONTINUO A DEFINIR,1BA,I,GAVEA,0,3,0
"ELE2005, TOP ESPECIAIS DE ENG ELETRICA, 3QA",ELE2005,TOP ESPECIAIS DE ENG ELETRICA,GUILHERME PENELLO TEMPORAO,3QA,I,QUA 15-18 L118,0,0,0
"ELE2006, TOP ESPECIAIS DE ENG ELETRICA, 3QA",ELE2006,TOP ESPECIAIS DE ENG ELETRICA,CARLOS ROBERTO HALL BARBOSA,3QA,D,SEG 17-20 L434,0,0,0
